timestamp, temperature, humidity, pressure, custom_MICS, ratio_NH3, ratio_CO, ratio_NO2, nh3, co, no2, c3h8, c4h10, ch4, h2, c2h5oh, alpha1, alpha2, alphadiff, specdiff
7379, 10, 75, 99904.00, 938, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 3475685, 478187, 617219, -143510
67384, 10, 77, 99908.00, 903, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 340904, 631479, 420449, 208140
127384, 10, 77, 99918.00, 885, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 191822, 627501, 402771, 224223
187394, 9, 77, 99914.00, 871, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 236047, 626122, 396668, 224490
247397, 10, 77, 99913.00, 861, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 1361908, 620748, 394507, 224027
307397, 10, 78, 99912.00, 850, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 160917, 625183, 393289, 228745
367407, 10, 77, 99917.00, 835, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 156805, 628686, 391705, 234172
427410, 10, 76, 99913.00, 835, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 122887, 622224, 394893, 225355
487410, 9, 77, 99911.00, 815, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 133581, 627185, 393219, 230563
547420, 9, 77, 99911.00, 810, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 152888, 620529, 394292, 228321
607424, 9, 77, 99909.00, 803, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 168935, 621507, 384920, 226582
667423, 9, 78, 99908.00, 789, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 128758, 626507, 392262, 233070
727425, 9, 77, 99912.00, 782, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 97852, 620859, 391797, 226573
787424, 9, 78, 99906.00, 776, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98245, 620290, 391357, 227791
847427, 9, 78, 99905.00, 766, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 104979, 624083, 386171, 230524
907437, 9, 79, 99908.00, 757, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 127447, 621250, 390576, 229916
967437, 9, 79, 99909.00, 745, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 104207, 627644, 390684, 234381
1027440, 9, 79, 99906.00, 746, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 69567, 619914, 386298, 227130
1087450, 9, 79, 99904.00, 729, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 149264, 629753, 391626, 238519
1147450, 9, 79, 99905.00, 723, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 119412, 634553, 392811, 239152
1207454, 9, 79, 99899.00, 720, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 122848, 627185, 389150, 233909
1267454, 9, 78, 99899.00, 719, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 115472, 620786, 391029, 227540
1327455, 9, 79, 99892.00, 715, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 149397, 622554, 389898, 229255
1387459, 9, 79, 99892.00, 711, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 88218, 622909, 390710, 229820
1447469, 9, 79, 99893.00, 703, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 150154, 621118, 387273, 229490
1507469, 9, 79, 99890.00, 704, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 162853, 618207, 391787, 226989
1567469, 9, 80, 99892.00, 689, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 104667, 622957, 391941, 234293
1627472, 9, 80, 99886.00, 675, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 117720, 632169, 389112, 237356
1687473, 8, 80, 99881.00, 685, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 217846, 623489, 390616, 230107
1747473, 8, 80, 99883.00, 680, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 100277, 628155, 390282, 234151
1807476, 9, 80, 99876.00, 668, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 101333, 632350, 390628, 238145
1867476, 9, 80, 99876.00, 668, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 90479, 631990, 390207, 237510
1927477, 9, 80, 99875.00, 652, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 87880, 636898, 381701, 244545
1987481, 9, 80, 99877.00, 651, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 150018, 633849, 392091, 240647
2047481, 9, 79, 99875.00, 658, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 160631, 629143, 392801, 234710
2107482, 9, 80, 99880.00, 650, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 144549, 630309, 389068, 235091
2167486, 9, 80, 99880.00, 655, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 168698, 628631, 391021, 234693
2227486, 9, 80, 99881.00, 649, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 118104, 626390, 384355, 231748
2287486, 9, 80, 99883.00, 648, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 120348, 621428, 392023, 230717
2347491, 9, 80, 99881.00, 638, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 170446, 631067, 386765, 235308
2407491, 9, 80, 99880.00, 643, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 80225, 623830, 391586, 231774
2467501, 9, 80, 99884.00, 645, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 95337, 625002, 391801, 229685
2527501, 9, 80, 99883.00, 651, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 39517, 617399, 384455, 223038
2587505, 9, 79, 99883.00, 648, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 165266, 621162, 390732, 226203
2647515, 9, 79, 99887.00, 644, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 70582, 617438, 394117, 224188
2707515, 9, 79, 99886.00, 642, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 86891, 621366, 392584, 222052
2767517, 9, 79, 99886.00, 640, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 130142, 622477, 393156, 223108
2827527, 9, 79, 99885.00, 634, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 109012, 613632, 393427, 221894
2887526, 9, 80, 99887.00, 629, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 76380, 621097, 392248, 225609
2947530, 9, 80, 99888.00, 625, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 97289, 623255, 391705, 227420
3007531, 9, 79, 99889.00, 619, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 128861, 623748, 393232, 229517
3067532, 9, 79, 99887.00, 609, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 110493, 626146, 394228, 230848
3127536, 9, 80, 99889.00, 603, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 108972, 630451, 391055, 234682
3187546, 9, 80, 99888.00, 609, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 103372, 621393, 393381, 231857
3247546, 9, 79, 99888.00, 610, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79205, 624019, 391310, 229607
3307546, 9, 80, 99890.00, 610, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 96133, 618107, 384548, 223985
3367550, 9, 80, 99888.00, 603, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 85863, 624445, 390552, 231064
3427552, 9, 80, 99887.00, 604, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 111644, 623632, 391915, 231464
3487552, 9, 80, 99889.00, 601, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 91080, 628042, 391268, 232603
3547554, 9, 80, 99893.00, 595, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 91514, 627837, 389662, 234147
3607555, 9, 80, 99893.00, 597, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79564, 615069, 390657, 230377
3667556, 9, 79, 99892.00, 595, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 161379, 619581, 391998, 224653
3727559, 9, 80, 99891.00, 593, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 110100, 626489, 392124, 231613
3787560, 9, 79, 99893.00, 595, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 102552, 620516, 392626, 225884
3847561, 9, 79, 99891.00, 590, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 88468, 626746, 391477, 231553
3907565, 9, 79, 99888.00, 595, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 92945, 621749, 392735, 226584
3967565, 9, 78, 99883.00, 597, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 100938, 618597, 393405, 222558
4027566, 9, 78, 99881.00, 595, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 85384, 618701, 393536, 220768
4087567, 9, 77, 99882.00, 591, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 114648, 614947, 392255, 220307
4147570, 9, 78, 99875.00, 585, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 110770, 620182, 393610, 225349
4207580, 9, 77, 99880.00, 586, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 172812, 615022, 394481, 221194
4267580, 9, 78, 99882.00, 569, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 134646, 622729, 392147, 227604
4327583, 9, 78, 99877.00, 576, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 112787, 624231, 392476, 228229
4387584, 9, 77, 99878.00, 579, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 90566, 616614, 392388, 220635
4447584, 9, 78, 99882.00, 577, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 87206, 615722, 391793, 221065
4507588, 9, 79, 99886.00, 578, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 108025, 616636, 392843, 223959
4567598, 9, 78, 99883.00, 566, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 132833, 620211, 392229, 224448
4627598, 9, 78, 99884.00, 521, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 157764, 646626, 390440, 250926
4687602, 9, 78, 99884.00, 538, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 125642, 627315, 394118, 235693
4747602, 9, 77, 99882.00, 555, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 67257, 616322, 391730, 220884
4807603, 9, 78, 99879.00, 555, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 99604, 617619, 391603, 221120
4867607, 9, 79, 99880.00, 559, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 96903, 618254, 391425, 222682
4927617, 9, 79, 99882.00, 558, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79228, 617897, 392214, 224720
4987617, 9, 79, 99879.00, 551, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 147294, 616246, 389563, 223858
5047617, 9, 79, 99879.00, 549, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 128006, 614287, 391960, 222091
5107621, 9, 80, 99883.00, 552, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 92808, 616338, 390340, 224022
5167622, 9, 79, 99881.00, 552, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 112814, 619699, 389419, 226931
5227622, 9, 79, 99886.00, 547, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 89296, 612300, 378440, 222832
5287626, 9, 79, 99889.00, 543, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98750, 631287, 394895, 233399
5347628, 9, 79, 99889.00, 539, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 113096, 623557, 390479, 229942
5407628, 9, 79, 99889.00, 540, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 88950, 619886, 392071, 226414
5467632, 9, 79, 99884.00, 533, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 150043, 627667, 388419, 232273
5527642, 9, 79, 99888.00, 538, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 137303, 622250, 386497, 227924
5587642, 9, 79, 99887.00, 512, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 106842, 628503, 391916, 238508
5647645, 9, 78, 99889.00, 525, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 118996, 622605, 386952, 229580
5707655, 9, 79, 99889.00, 524, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 105140, 627173, 391039, 234011
5767655, 9, 79, 99890.00, 532, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 73934, 620741, 390754, 226799
5827655, 9, 78, 99887.00, 534, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 135864, 615891, 390911, 222353
5887659, 9, 78, 99889.00, 525, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 161467, 619813, 392839, 227146
5947660, 9, 78, 99888.00, 525, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 130654, 624960, 392400, 229726
6007660, 9, 78, 99891.00, 524, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 124299, 625696, 391589, 230746
6067664, 9, 77, 99891.00, 518, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 92520, 623129, 391073, 229129
6127665, 9, 77, 99890.00, 524, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 106826, 617198, 394077, 222593
6187665, 9, 77, 99890.00, 520, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 123291, 626240, 393117, 229002
6247668, 9, 76, 99894.00, 519, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 103166, 615112, 391097, 221087
6307668, 9, 76, 99898.00, 507, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 76768, 608404, 393786, 216828
6367669, 9, 78, 99899.00, 504, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 183703, 621631, 392031, 228843
6427673, 9, 78, 99897.00, 505, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 113865, 622162, 390947, 227624
6487683, 9, 78, 99891.00, 506, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 124106, 627228, 390674, 233712
6547683, 9, 78, 99891.00, 508, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 56421, 614913, 388913, 222465
6607683, 9, 78, 99890.00, 508, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 102992, 620595, 391525, 225906
6667685, 9, 77, 99887.00, 510, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 112074, 629728, 394266, 232309
6727686, 9, 77, 99890.00, 513, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 134887, 618938, 391766, 223934
6787687, 10, 77, 99888.00, 505, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 94173, 616960, 394322, 228021
6847689, 10, 77, 99889.00, 496, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 113637, 630049, 392674, 232573
6907689, 9, 76, 99892.00, 496, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 104695, 624431, 390064, 227590
6967690, 9, 77, 99896.00, 492, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79825, 639259, 395296, 238161
7027694, 9, 77, 99897.00, 494, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 142417, 627571, 391352, 232731
7087694, 9, 77, 99893.00, 486, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 103721, 622188, 391393, 230383
7147695, 9, 77, 99892.00, 494, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 100705, 620880, 391565, 228442
7207699, 9, 77, 99891.00, 491, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 119622, 620578, 390142, 225704
7267708, 9, 77, 99892.00, 498, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 117891, 620060, 389827, 226835
7327709, 9, 77, 99892.00, 493, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 147875, 615493, 390304, 222296
7387712, 9, 76, 99895.00, 489, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 123494, 612588, 393336, 220439
7447713, 9, 77, 99899.00, 488, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 89344, 617563, 391081, 222252
7507714, 9, 77, 99905.00, 485, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 112038, 618476, 386945, 225276
7567714, 9, 78, 99905.00, 490, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 129441, 623795, 386873, 229688
7627718, 9, 77, 99902.00, 486, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 116594, 618386, 385929, 224952
7687728, 9, 77, 99903.00, 483, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 137150, 618542, 390507, 224305
7747728, 9, 77, 99906.00, 484, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 121410, 616131, 389096, 223768
7807732, 9, 78, 99905.00, 476, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 105266, 624982, 390578, 231000
7867732, 9, 77, 99908.00, 472, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 149427, 621061, 386880, 227261
7927733, 9, 78, 99908.00, 476, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79072, 621675, 388390, 228903
7987737, 9, 77, 99907.00, 469, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 125452, 614479, 390628, 221125
8047737, 9, 77, 99908.00, 456, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 106674, 616359, 393154, 224729
8107738, 9, 78, 99912.00, 450, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 82859, 617439, 390008, 224826
8167741, 9, 78, 99913.00, 457, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 129418, 620469, 386320, 225442
